"lokalisationnummer","lokalisationsname","status","status_txt","lokalisation_art","lokalisation_art_txt","lokalisation_koord_ost","lokalisation_koord_nord","objid","lokalisation_ori","geometry"
"2522","Entlisbergtunnel","1","real","1","Strasse","2682007.283","1243312.061","1997","293.1","POINT (2682007.2 1243312)"
"2476","Eisvogelweg","1","real","1","Strasse","2681745.39","1244828.538","2061","80.8","POINT (2681745.5 1244828.5)"
"418","Dunkelhölzliweg","1","real","1","Strasse","2681795.109","1244420.216","2062","295.8","POINT (2681795 1244420.2)"
"2474","Blindschleichenweg","1","real","1","Strasse","2681589.425","1244175.774","2063","88.1","POINT (2681589.5 1244175.8)"
"478","Entlisbergweg","1","real","1","Strasse","2682070.98","1243273.027","2065","25.8","POINT (2682071 1243273)"
"379","Dangelweg","1","real","1","Strasse","2682118.405","1242614.696","2068","28.8","POINT (2682118.5 1242614.8)"
"1868","Simmlersteig","1","real","1","Strasse","2682641.83","1244171.887","2074","294.0","POINT (2682641.8 1244171.9)"
"503","Etzelsteig","1","real","1","Strasse","2682589.921","1244470.757","2076","12.0","POINT (2682590 1244470.8)"
"1606","Renggersteig","1","real","1","Strasse","2682671.749","1244441.578","2077","10.0","POINT (2682671.8 1244441.6)"
"484","Erdbrustweg","1","real","1","Strasse","2682797.181","1243761.734","2078","316.0","POINT (2682797.2 1243761.8)"
"884","Hoffnungsweg","1","real","1","Strasse","2682964.227","1243933.059","2079","312.0","POINT (2682964.2 1243933)"
"2305","Alter Kirchenweg","1","real","1","Strasse","2682990.274","1242995.658","2087","318.7","POINT (2682990.2 1242995.6)"
"712","Grenzsteig","1","real","1","Strasse","2683348.444","1243257.382","2088","49.3","POINT (2683348.5 1243257.4)"
"837","Hellrainweg","1","real","1","Strasse","2681806.393","1242768.784","2097","68.0","POINT (2681806.5 1242768.8)"
"747","Gustav-Heinrich-Weg","1","real","1","Strasse","2681807.667","1243365.268","2098","73.6","POINT (2681807.8 1243365.2)"
"713","Grenzwiesweg","1","real","1","Strasse","2682090.291","1242439.72","2099","85.0","POINT (2682090.2 1242439.8)"
"1762","Schluhenweg","1","real","1","Strasse","2682035.38","1242404.404","2101","46.2","POINT (2682035.5 1242404.4)"
"1278","Lochenweg","1","real","1","Strasse","2682203.55","1242873.503","2102","287.6","POINT (2682203.5 1242873.5)"
"2306","Oberscheunenweg","1","real","1","Strasse","2682932.967","1243336.378","2153","324.7","POINT (2682933 1243336.4)"
"662","Gfellstrasse","1","real","1","Strasse","2681554.079","1244910.222","2155","44.6","POINT (2681554 1244910.2)"
"1607","Renggerstrasse","1","real","1","Strasse","2682787.591","1244176.915","2190","309.4","POINT (2682787.5 1244176.9)"
"1048","Kalchbühlstrasse","1","real","1","Strasse","2682554.677","1243987.043","2191","302.8","POINT (2682554.8 1243987)"
"1425","Mythenquai","1","real","1","Strasse","2682792.036","1244736.566","2193","271.4","POINT (2682792 1244736.6)"
"2186","Widmerstrasse","1","real","1","Strasse","2683022.528","1243588.451","2195","313.0","POINT (2683022.5 1243588.5)"
"2507","Tuchmacherstrasse","1","real","1","Strasse","2681794.55","1243568.12","2210","75.8","POINT (2681794.5 1243568.1)"
"2464","Maneggstrasse","1","real","1","Strasse","2681709.324","1243584.076","2211","89.8","POINT (2681709.2 1243584.1)"
"2470","Cassiopeiasteg","1","real","1","Strasse","2683052.881","1244109.658","2215","319.3","POINT (2683053 1244109.6)"
"2465","Haspelstrasse","1","real","1","Strasse","2681603.003","1243878.671","2234","356.9","POINT (2681603 1243878.6)"
"2401","Maneggweg","1","real","1","Strasse","2681253.594","1243327.595","2289","62.1","POINT (2681253.5 1243327.6)"
"2467","Spinnereiplatz","1","real","2","Platz","2681736.699","1243677.489","2308","0.0","POINT (2681736.8 1243677.5)"
"1175","Kühgasse","1","real","1","Strasse","2681813.234","1243548.618","2313","65.7","POINT (2681813.2 1243548.6)"
"2506","Maneggplatz","1","real","2","Platz","2681761.495","1243794.262","2315","90.0","POINT (2681761.5 1243794.2)"
"2238","Zeisigweg","1","real","1","Strasse","2682222.136","1244145.658","2330","306.2","POINT (2682222.2 1244145.6)"
"75","Amselsteig","1","real","1","Strasse","2682157.62","1244075.495","2331","37.0","POINT (2682157.5 1244075.5)"
"979","Im Raindörfli","1","real","1","Strasse","2682218.659","1244196.644","2332","35.0","POINT (2682218.8 1244196.6)"
"2218","Woloweg","1","real","1","Strasse","2682282.561","1244242.338","2333","79.0","POINT (2682282.5 1244242.4)"
"3","Abendweg","1","real","1","Strasse","2682356.104","1244874.749","2334","10.1","POINT (2682356 1244874.8)"
"1565","Rainfussweg","1","real","1","Strasse","2682439.829","1244110.986","2336","30.0","POINT (2682439.8 1244111)"
"714","Gretenweg","1","real","1","Strasse","2682511.697","1244765.091","2337","1.0","POINT (2682511.8 1244765.1)"
"505","Etzelweg","1","real","1","Strasse","2682518.598","1244748.706","2338","78.0","POINT (2682518.5 1244748.8)"
"2003","Tannenrauchstrasse","1","real","1","Strasse","2682433.056","1244168.511","2346","315.5","POINT (2682433 1244168.5)"
"1424","Mutschellenstrasse","1","real","1","Strasse","2682436.066","1244396.654","2354","287.1","POINT (2682436 1244396.6)"
"1930","Staubstrasse","1","real","1","Strasse","2682571.132","1244608.435","2362","12.0","POINT (2682571.2 1244608.4)"
"31","Albisstrasse","1","real","1","Strasse","2682534.662","1244264.539","2364","10.0","POINT (2682534.8 1244264.5)"
"1320","Maneggbrücke","1","real","1","Strasse","2681637.334","1243459.062","2365","50.0","POINT (2681637.2 1243459)"
"1888","Speerstrasse","1","real","1","Strasse","2682316.666","1243906.605","2370","305.0","POINT (2682316.8 1243906.6)"
"600","Frohalpstrasse","1","real","1","Strasse","2682067.669","1244093.551","2371","272.8","POINT (2682067.8 1244093.5)"
"1395","Morgentalstrasse","1","real","1","Strasse","2682438.699","1244261.99","2372","15.1","POINT (2682438.8 1244262)"
"504","Etzelstrasse","1","real","1","Strasse","2682505.855","1244690.927","2373","83.0","POINT (2682505.8 1244690.9)"
"803","Haumesserstrasse","1","real","1","Strasse","2682613.895","1244839.587","2374","64.4","POINT (2682614 1244839.6)"
"970","Im Hummel","1","real","1","Strasse","2681915.676","1244124.497","2398","273.0","POINT (2681915.8 1244124.5)"
"815","Hegenmatt","1","real","1","Strasse","2681991.654","1244107.239","2399","272.8","POINT (2681991.8 1244107.2)"
"516","Farenweg","1","real","1","Strasse","2682215.158","1243788.167","2400","278.0","POINT (2682215.2 1243788.1)"
"2088","Verenastrasse","1","real","1","Strasse","2682158.517","1243781.835","2401","273.0","POINT (2682158.5 1243781.9)"
"2101","Wachtelstrasse","1","real","1","Strasse","2682222.435","1244128.086","2402","37.0","POINT (2682222.5 1244128.1)"
"1983","Studackerstrasse","1","real","1","Strasse","2682582.091","1243651.317","2451","344.0","POINT (2682582 1243651.4)"
"2244","Zellerstrasse","1","real","1","Strasse","2682917.84","1243989.227","2452","296.0","POINT (2682917.8 1243989.2)"
"1032","Johannastrasse","1","real","1","Strasse","2682932.36","1243849.744","2453","20.1","POINT (2682932.2 1243849.8)"
"2182","Wettsteinstrasse","1","real","1","Strasse","2682812.503","1244052.348","2454","30.3","POINT (2682812.5 1244052.4)"
"1049","Kalchbühlweg","1","real","1","Strasse","2682562.582","1243870.594","2455","359.0","POINT (2682562.5 1243870.6)"
"431","Eggpromenade","1","real","1","Strasse","2682735.629","1243722.232","2456","287.0","POINT (2682735.8 1243722.2)"
"910","Honeggerweg","1","real","1","Strasse","2682711.828","1243658.178","2457","8.0","POINT (2682711.8 1243658.1)"
"1688","Rumpumpsteig","1","real","1","Strasse","2682742.697","1244168.761","2458","35.9","POINT (2682742.8 1244168.8)"
"111","Auf der Egg","1","real","1","Strasse","2682653.533","1243924.237","2459","281.0","POINT (2682653.5 1243924.2)"
"1392","Moosstrasse","1","real","1","Strasse","2682379.834","1243730.568","2475","278.0","POINT (2682379.8 1243730.6)"
"1326","Marchwartstrasse","1","real","1","Strasse","2682197.407","1243682.605","2476","61.0","POINT (2682197.5 1243682.6)"
"151","Balberstrasse","1","real","1","Strasse","2682286.754","1243695.175","2477","65.1","POINT (2682286.8 1243695.1)"
"2532","Haspelsteg","1","real","1","Strasse","2681660.01","1243888.121","2521","358.8","POINT (2681660 1243888.1)"
"244","Blumenweg","1","real","1","Strasse","2684156.142","1245937.483","56","17.0","POINT (2684156.2 1245937.5)"
"2047","Tuggenerstrasse","1","real","1","Strasse","2684362.193","1245773.848","57","25.0","POINT (2684362.2 1245773.9)"
"1309","Magnolienstrasse","1","real","1","Strasse","2684046.116","1246127.487","58","287.2","POINT (2684046 1246127.5)"
"534","Fennergasse","1","real","1","Strasse","2684176.417","1246216.598","59","284.8","POINT (2684176.5 1246216.6)"
"1756","Schleifergasse","1","real","1","Strasse","2684829.979","1246367.712","76","298.8","POINT (2684830 1246367.8)"
"2104","Wagnergasse","1","real","1","Strasse","2684183.468","1246525.417","85","41.9","POINT (2684183.5 1246525.4)"
"1508","Ottenweg","1","real","1","Strasse","2684239.77","1246457.039","86","58.0","POINT (2684239.8 1246457)"
"1118","Kleinstrasse","1","real","1","Strasse","2684213.047","1246471.063","87","310.0","POINT (2684213 1246471.1)"
"1849","Signaustrasse","1","real","1","Strasse","2684444.214","1246403.037","88","29.4","POINT (2684444.2 1246403)"
"761","Hainerweg","1","real","1","Strasse","2684571.223","1246315.518","91","299.0","POINT (2684571.2 1246315.5)"
"335","Burgweg","1","real","1","Strasse","2684855.509","1246010.724","92","348.2","POINT (2684855.5 1246010.8)"
"1233","Leimgasse","1","real","1","Strasse","2684500.551","1245672.057","93","48.0","POINT (2684500.5 1245672)"
"513","Färberstrasse","1","real","1","Strasse","2683954.402","1246292.025","146","15.0","POINT (2683954.5 1246292)"
"1829","Seehofstrasse","1","real","1","Strasse","2683797.625","1246527.596","147","25.3","POINT (2683797.5 1246527.6)"
"1598","Reinhardstrasse","1","real","1","Strasse","2684062.586","1246380.345","154","24.0","POINT (2684062.5 1246380.4)"
"22","Akazienstrasse","1","real","1","Strasse","2684051.106","1246439.1","155","305.0","POINT (2684051 1246439.1)"
"2191","Wiesenstrasse","1","real","1","Strasse","2684128.536","1246314.155","156","19.0","POINT (2684128.5 1246314.1)"
"1271","Lindenstrasse","1","real","1","Strasse","2684128.415","1245807.559","184","23.0","POINT (2684128.5 1245807.5)"
"603","Fröhlichstrasse","1","real","1","Strasse","2684372.584","1245393.465","196","40.0","POINT (2684372.5 1245393.5)"
"99","Arosastrasse","1","real","1","Strasse","2684757.951","1245382.953","198","88.9","POINT (2684758 1245383)"
"1412","Münchhaldenstrasse","1","real","1","Strasse","2684519.122","1245394.164","200","48.2","POINT (2684519 1245394.1)"
"1828","Seegartenstrasse","1","real","1","Strasse","2683858.34","1246212.55","223","17.0","POINT (2683858.2 1246212.5)"
"1831","Seerosenstrasse","1","real","1","Strasse","2683773.944","1246405.443","224","22.7","POINT (2683774 1246405.5)"
"1108","Klarastrasse","1","real","1","Strasse","2683972.926","1246514.13","226","303.9","POINT (2683973 1246514.1)"
"1627","Riesbachstrasse","1","real","1","Strasse","2684350.503","1245886.425","255","291.4","POINT (2684350.5 1245886.4)"
"1426","Näfgasse","1","real","1","Strasse","2684605.954","1246303.523","257","296.8","POINT (2684606 1246303.5)"
"766","Hallenstrasse","1","real","1","Strasse","2683864.804","1246431.048","260","32.0","POINT (2683864.8 1246431)"
"900","Holbeinstrasse","1","real","1","Strasse","2683939.316","1246526.548","262","34.8","POINT (2683939.2 1246526.5)"
"811","Hedwigstrasse","1","real","1","Strasse","2685057.69","1246177.959","287","0.0","POINT (2685057.8 1246178)"
"2008","Tessinerplatz","1","real","2","Platz","2682572.323","1246517.621","301","0.0","POINT (2682572.2 1246517.6)"
"2220","Wotanstrasse","1","real","1","Strasse","2684953.013","1246508.714","450","310.0","POINT (2684953 1246508.8)"
"2156","Weineggweg","1","real","1","Strasse","2685166.316","1245819.436","518","274.6","POINT (2685166.2 1245819.4)"
"771","Hammersteig","1","real","1","Strasse","2684836.896","1246150.716","588","41.0","POINT (2684837 1246150.8)"
"1335","Marsstrasse","1","real","1","Strasse","2682798.112","1246185.482","609","3.2","POINT (2682798 1246185.5)"
"810","Hedwigsteig","1","real","1","Strasse","2685070.24","1246137.737","729","271.8","POINT (2685070.2 1246137.8)"
"1030","Jenatschstrasse","1","real","1","Strasse","2682747.345","1246484.276","845","291.0","POINT (2682747.2 1246484.2)"
"2034","Traubenstrasse","1","real","1","Strasse","2682607.446","1246085.996","900","13.0","POINT (2682607.5 1246086)"
"1977","Strandbadweg","1","real","1","Strasse","2682752.534","1245486.277","905","4.6","POINT (2682752.5 1245486.2)"
"271","Breitingerstrasse","1","real","1","Strasse","2682781.919","1246321.018","906","3.2","POINT (2682782 1246321)"
"645","General-Wille-Strasse","1","real","1","Strasse","2682638.299","1246430.094","919","337.0","POINT (2682638.2 1246430.1)"
"1380","Mittelstrasse","1","real","1","Strasse","2684067.614","1245895.24","993","285.3","POINT (2684067.5 1245895.2)"
"222","Billrothweg","1","real","1","Strasse","2684629.206","1246391.859","1018","46.7","POINT (2684629.2 1246391.9)"
"1498","Olivengasse","1","real","1","Strasse","2684530.979","1246486.677","1019","40.0","POINT (2684531 1246486.6)"
"250","Böcklinstrasse","1","real","1","Strasse","2684738.28","1246511.463","1020","305.0","POINT (2684738.2 1246511.5)"
"835","Heliosstrasse","1","real","1","Strasse","2684694.662","1246471.045","1022","303.7","POINT (2684694.8 1246471)"
"1570","Rankstrasse","1","real","1","Strasse","2685118.836","1246165.277","1024","272.0","POINT (2685118.8 1246165.2)"
"363","Conrad-Ferdinand-Meyer-Strasse","1","real","1","Strasse","2682650.626","1245891.063","1025","13.0","POINT (2682650.8 1245891.1)"
"1902","Splügenstrasse","1","real","1","Strasse","2682721.105","1246521.444","1031","17.6","POINT (2682721 1246521.5)"
"405","Drehergasse","1","real","1","Strasse","2684291.532","1246432.349","1091","0.0","POINT (2684291.5 1246432.4)"
"818","Hegibachstrasse","1","real","1","Strasse","2684861.784","1246358.037","1162","28.5","POINT (2684861.8 1246358)"
"404","Drahtzugstrasse","1","real","1","Strasse","2684942.352","1246031.445","1163","347.8","POINT (2684942.2 1246031.5)"
"1106","Kirchenweg","1","real","1","Strasse","2684359.24","1246178.687","1216","36.0","POINT (2684359.2 1246178.6)"
"42","Alte Feldeggstrasse","1","real","1","Strasse","2683966.692","1246019.178","1218","18.0","POINT (2683966.8 1246019.1)"
"1221","Lavaterstrasse","1","real","1","Strasse","2682712.868","1245959.798","1221","284.0","POINT (2682712.8 1245959.8)"
"373","Dahliastrasse","1","real","1","Strasse","2684266.635","1245736.968","1222","27.0","POINT (2684266.8 1245737)"
"1614","Richard-Wagner-Strasse","1","real","1","Strasse","2682666.693","1245949.056","1223","287.0","POINT (2682666.8 1245949)"
"734","Grütlistrasse","1","real","1","Strasse","2682535.789","1246089.642","1224","286.7","POINT (2682535.8 1246089.6)"
"1955","Sternenstrasse","1","real","1","Strasse","2682670.084","1246042.32","1225","16.8","POINT (2682670 1246042.4)"
"113","August-Forel-Strasse","1","real","1","Strasse","2685634.581","1245362.342","1249","279.0","POINT (2685634.5 1245362.4)"
"1109","Klausstrasse","1","real","1","Strasse","2684011.845","1245953.365","1284","9.0","POINT (2684011.8 1245953.4)"
"533","Felsenstrasse","1","real","1","Strasse","2684771.802","1246077.549","1288","18.0","POINT (2684771.8 1246077.5)"
"923","Höschgasse","1","real","1","Strasse","2684108.895","1245710.871","1511","27.0","POINT (2684109 1245710.9)"
"1303","Lureiweg","1","real","1","Strasse","2684950.927","1245531.405","1551","20.2","POINT (2684951 1245531.4)"
"98","Arosasteig","1","real","1","Strasse","2684833.093","1245364.316","1553","15.7","POINT (2684833 1245364.4)"
"2084","Utoquai","1","real","1","Strasse","2683707.468","1246421.543","1557","294.1","POINT (2683707.5 1246421.5)"
"772","Hammerstrasse","1","real","1","Strasse","2684604.378","1246035.034","1560","17.6","POINT (2684604.5 1246035)"
"453","Eisengasse","1","real","1","Strasse","2684008.105","1246323.287","1561","21.2","POINT (2684008 1246323.2)"
"1404","Mühlebachstrasse","1","real","1","Strasse","2684392.732","1246060.085","1562","302.9","POINT (2684392.8 1246060.1)"
"1163","Kreuzstrasse","1","real","1","Strasse","2683820.703","1246350.352","1563","23.3","POINT (2683820.8 1246350.4)"
"382","Delphinstrasse","1","real","1","Strasse","2684120.885","1246489.071","1564","311.8","POINT (2684121 1246489.1)"
"48","Altenhofstrasse","1","real","1","Strasse","2684720.869","1245412.759","1591","270.0","POINT (2684720.8 1245412.8)"
"2064","Ulrichstrasse","1","real","1","Strasse","2684957.369","1246163.206","1593","76.9","POINT (2684957.2 1246163.2)"
"817","Hegibachplatz","1","real","2","Platz","2684758.634","1246284.285","1755","0.0","POINT (2684758.8 1246284.2)"
"1826","Seefeldquai","1","real","1","Strasse","2683780.454","1246156.842","1763","270.0","POINT (2683780.5 1246156.9)"
"2481","Drahtzugsteig","1","real","1","Strasse","2685135.471","1246070.127","1895","70.2","POINT (2685135.5 1246070.1)"
"1987","Südstrasse","1","real","1","Strasse","2684887.896","1245521.319","2064","358.8","POINT (2684888 1245521.4)"
"770","Hambergersteig","1","real","1","Strasse","2685030.948","1245195.342","2067","275.0","POINT (2685031 1245195.4)"
"2263","Zollikerstrasse","1","real","1","Strasse","2684893.585","1245268.781","2082","300.7","POINT (2684893.5 1245268.8)"
"1074","Kartausstrasse","1","real","1","Strasse","2685211.556","1245719.386","2086","21.8","POINT (2685211.5 1245719.4)"
"221","Billrothstrasse","1","real","1","Strasse","2684542.938","1246317.36","2094","39.0","POINT (2684543 1246317.4)"
"2048","Tuggenerweg","1","real","1","Strasse","2684432.036","1245801.148","2095","24.0","POINT (2684432 1245801.1)"
"142","Badstrasse","1","real","1","Strasse","2684679.426","1245153.898","2096","28.0","POINT (2684679.5 1245153.9)"
"684","Gletscherstrasse","1","real","1","Strasse","2684528.156","1245712.894","2125","21.5","POINT (2684528.2 1245712.9)"
"1324","Mantelgasse","1","real","1","Strasse","2684562.584","1245669.639","2126","18.5","POINT (2684562.5 1245669.6)"
"277","Brotgasse","1","real","1","Strasse","2683992.865","1246409.822","2127","29.9","POINT (2683992.8 1246409.9)"
"519","Feilengasse","1","real","1","Strasse","2684403.596","1245717.594","2130","302.0","POINT (2684403.5 1245717.6)"
"2176","Werkgasse","1","real","1","Strasse","2683933.52","1246352.681","2136","31.0","POINT (2683933.5 1246352.6)"
"2219","Wonnebergstrasse","1","real","1","Strasse","2685173.538","1245098.182","2146","84.8","POINT (2685173.5 1245098.1)"
"1448","Neumünsterstrasse","1","real","1","Strasse","2684661.973","1246214.907","2161","26.5","POINT (2684662 1246214.9)"
"1447","Neumünsterallee","1","real","1","Strasse","2684459.307","1246339.953","2163","301.0","POINT (2684459.2 1246340)"
"414","Dufourstrasse","1","real","1","Strasse","2684359.247","1245465.381","2164","311.0","POINT (2684359.2 1245465.4)"
"918","Hornbachstrasse","1","real","1","Strasse","2684374.528","1245578.475","2165","35.6","POINT (2684374.5 1245578.5)"
"2194","Wildbachstrasse","1","real","1","Strasse","2684651.059","1245420.993","2166","314.0","POINT (2684651 1245421)"
"33","Alderstrasse","1","real","1","Strasse","2684290.117","1245690.294","2217","26.0","POINT (2684290 1245690.2)"
"177","Baurstrasse","1","real","1","Strasse","2684323.373","1245605.46","2218","27.5","POINT (2684323.2 1245605.5)"
